id,franchise_id,franchise_name,restaurant_franchise_id,country,city,lat,lng,receipt_id,total_cost,discount,date_time
240518168591,16,The Spice Tree,73942,US,Stockton,37.937,-121.300,9c00caa5-11d9-4d92-8f36-3e1c9ec3f237,29.94,0.0,2021-10-07T08:36:50.000Z
180388626501,70,Earth and Vine,78270,NL,Amsterdam,52.366,4.899,6c46a6f0-1d38-420c-a277-c2ae05b63cb5,7.63,0.15,2022-08-19T17:17:10.000Z
180388626478,47,The Juicy Burger,78270,FR,Paris,48.860,2.324,00d983f4-6900-4811-a634-35dc4653b62a,17.13,0.0,2022-08-12T05:27:53.000Z
180388626501,70,Earth and Vine,78270,NL,Amsterdam,52.366,4.899,bb83daa5-09a6-46d5-9a8d-7a5f0a1d8f0f,24.81,0.0,2022-09-27T00:19:55.000Z
68719476797,62,Cafe Luminoso,44516,GB,London,51.526,-0.083,2eb70e1e-bf8c-4b42-a7f9-503f30da03f0,2.72,0.15,2021-10-14T09:44:45.000Z
223338299422,31,Bistro 42,71667,IT,Milan,45.465,9.190,62380226-80ec-44dd-a7ad-f31c3095bc5b,13.87,0.05,2021-10-28T21:14:41.000Z
68719476737,2,Bella Cucina,44516,US,Pompano Beach,26.212,-80.166,a844e30c-0fbd-4d30-9718-d911a7ab5fce,5.73,0.15,2021-10-24T07:06:42.000Z
25769803824,49,The Olive Tree,95123,AT,Vienna,48.209,16.354,028a08de-4a52-4b79-8670-56ea8f2f8201,29.86,0.05,2022-09-14T04:25:59.000Z
188978561075,52,The Red Door,5034,AT,Vienna,48.215,16.376,1678c38a-1094-4464-a631-9419bcfbb4d4,28.04,0.15,2021-10-12T07:56:09.000Z
214748364857,58,A Tasty Bite,23242,FR,Paris,48.866,2.332,550a9b1a-50c7-442a-8300-e60b95921ee4,10.04,0.0,2021-10-15T18:49:47.000Z
266287972391,40,Crimson Cafe,70700,IT,Milan,45.473,9.191,7e5494a6-c2e8-442c-9bf2-03e868620419,4.84,0.0,2022-08-17T23:11:57.000Z
171798691898,59,Azalea Cafe,28451,GB,London,51.515,-0.148,eb9f5228-792f-491f-98a7-a7420468dba7,5.34,0.05,2021-10-04T08:43:09.000Z
180388626501,70,Earth and Vine,78270,NL,Amsterdam,52.366,4.899,50f3a206-8253-41f8-b625-dcaf9d35d5bb,8.10,0.0,2021-10-29T14:50:22.000Z
68719476754,19,The Tasting Room,44516,US,Springfield,40.685,-74.331,264b03fb-2039-4dbc-8514-74c145ea21f4,27.68,0.05,2021-10-24T01:54:19.000Z
214748364857,58,A Tasty Bite,23242,FR,Paris,48.866,2.332,da6e981c-4544-4dfc-b5b0-5cbcf248613c,16.01,0.15,2022-08-21T08:49:15.000Z
180388626432,1,Savoria,78270,US,Hernando,28.899,-82.429,f2b5c42c-4598-4d27-a250-a6e936d48e17,15.15,0.05,2021-10-10T07:49:42.000Z
103079215117,14,The Gourmet Garden,1670,US,Victorville,34.507,-117.326,7e4432fc-0649-4eab-883c-e3e975501413,27.93,0.0,2022-09-01T08:29:03.000Z
120259084341,54,The Spice House,40542,GB,London,51.502,-0.119,d7da2e39-1c0c-4f11-8826-d174abc97e40,21.84,0.0,2022-08-17T15:04:06.000Z
77309411388,61,Blue Water Bistro,63415,GB,London,51.495,-0.119,68d6b228-a2aa-4669-8ea2-b03d6a226dba,8.34,0.15,2021-10-12T02:37:22.000Z
17179869216,33,The Blue Elephant,66775,US,Hill City,43.959,-103.737,5719e0d5-6a42-40f3-9d67-256a694b3333,20.96,0.0,2022-08-11T09:44:39.000Z
68719476737,2,Bella Cucina,44516,US,Pompano Beach,26.212,-80.166,067e6359-ff00-4d10-8c12-9d9640c1edf6,13.15,0.15,2021-10-30T01:58:59.000Z
25769803800,25,The Cozy Cafe,95123,ES,Barcelona,41.395,2.143,f9e8c2e4-b6e0-4692-9a20-d4a6fde64d58,13.13,0.15,2022-08-23T02:04:38.000Z
266287972391,40,Crimson Cafe,70700,IT,Milan,45.473,9.191,0448714b-b183-42bb-982d-22db627b6bc5,9.35,0.0,2022-09-28T03:36:24.000Z
214748364806,7,Cafe Roma,23242,US,Cypress,33.832,-118.024,08cd339f-89d9-4dc4-97d7-390287b024e3,6.53,0.0,2021-10-07T13:40:40.000Z
103079215117,14,The Gourmet Garden,1670,US,Victorville,34.507,-117.326,f0739c77-5bbe-4553-a795-da20ba843584,3.14,0.0,2021-10-18T21:32:13.000Z
120259084341,54,The Spice House,40542,GB,London,51.502,-0.119,a2d232d1-ebc2-4d14-b5c8-b7f4e1ae68f3,7.31,0.05,2022-08-10T08:31:09.000Z
59,60,Big City Grill,18235,GB,London,51.500,-0.193,09148acb-baaa-4c61-9234-db9c8abcce27,21.21,0.0,2021-10-05T15:35:55.000Z
25769803801,26,The Silver Spoon,95123,ES,Barcelona,41.401,2.209,300ab19f-a061-4766-862f-5049ea50b57d,7.22,0.0,2022-09-09T07:13:43.000Z
171798691888,49,The Olive Tree,28451,FR,Paris,48.869,2.361,c27e1dec-9293-4ddf-86d4-46ceb43be4c0,14.93,0.0,2022-08-05T06:10:09.000Z
68719476737,2,Bella Cucina,44516,US,Pompano Beach,26.212,-80.166,14c91ed5-c052-4156-8f01-ff1cb6112e12,24.58,0.0,2021-10-11T11:34:47.000Z
171798691888,49,The Olive Tree,28451,FR,Paris,48.869,2.361,cf2d54c3-c93f-42aa-8a70-d4a6a9457638,8.73,0.0,2021-10-09T06:22:19.000Z
206158430219,12,The Wooden Spoon,76199,US,Abbeville,36.623,-4.501,87e3be2b-5b1b-46f2-ba50-453a1301c760,29.00,0.0,2022-09-29T09:43:37.000Z
171798691898,59,Azalea Cafe,28451,GB,London,51.515,-0.148,0befe4cf-e633-43f1-bec9-a3cda864f2bd,24.28,0.0,2022-09-11T17:17:14.000Z
25769803777,2,Bella Cucina,95123,US,Fort Lauderdale,26.124,-80.331,0bad1d9b-0d36-4712-9fb7-68661513fd33,13.21,0.0,2021-10-20T17:36:43.000Z
206158430219,12,The Wooden Spoon,76199,US,Abbeville,36.623,-4.501,468f2f88-4937-477c-958a-aa50f78573ba,2.70,0.0,2022-08-21T17:30:04.000Z
17179869216,33,The Blue Elephant,66775,US,Hill City,43.959,-103.737,208525e9-4863-4137-b209-e2ff2dab1f64,9.18,0.1,2022-09-09T05:22:43.000Z
59,60,Big City Grill,18235,GB,London,51.500,-0.193,64c233a5-7d20-49d2-a006-d5cf50997443,3.32,0.05,2022-09-01T13:58:08.000Z
214748364844,45,The Green Bean,23242,FR,Paris,48.840,2.303,cc6281b9-1e89-41ae-a1ff-787f19a91ed6,28.51,0.15,2021-10-30T00:57:37.000Z
240518168591,16,The Spice Tree,73942,US,Stockton,37.937,-121.300,e60e5ae8-2347-40db-8acb-fc3c2de1f42e,22.26,0.15,2021-10-18T11:45:53.000Z
68719476754,19,The Tasting Room,44516,US,Springfield,40.685,-74.331,2966d5f1-2cb5-4ac4-b0bb-3afec18f2af4,11.54,0.05,2021-10-19T06:09:48.000Z
77309411388,61,Blue Water Bistro,63415,GB,London,51.495,-0.119,95fffbcf-0ace-41e7-b2a2-a8fae4a04abd,28.65,0.05,2022-09-15T04:57:47.000Z
188978561075,52,The Red Door,5034,AT,Vienna,48.215,16.376,cdf721f1-3070-4927-964e-434d60ca412e,26.86,0.05,2022-09-19T18:51:52.000Z
214748364813,14,The Gourmet Garden,23242,US,Keyser,39.439,-78.971,3abbaa87-a0ab-492e-8e5e-ec365f5d229f,6.00,0.1,2022-09-17T02:28:29.000Z
94489280571,60,Big City Grill,49283,GB,London,51.524,-0.126,3b7dcf47-3318-400a-9eba-7b4573da378d,5.56,0.15,2021-10-17T01:47:53.000Z
180388626478,47,The Juicy Burger,78270,FR,Paris,48.860,2.324,d5d08b56-a133-4488-a4d3-5f8f95ac3add,8.74,0.1,2021-10-29T11:39:09.000Z
68719476754,19,The Tasting Room,44516,US,Springfield,40.685,-74.331,3327b226-1dda-4588-bc34-2db7c8e42864,27.13,0.0,2022-08-18T18:35:32.000Z
171798691898,59,Azalea Cafe,28451,GB,London,51.515,-0.148,39f9a181-e4ba-4dc6-bac2-4cde5a5b37fd,14.69,0.0,2022-09-14T21:24:44.000Z
180388626478,47,The Juicy Burger,78270,FR,Paris,48.860,2.324,d6bda920-01df-4126-8c53-43361b4c3e15,16.05,0.0,2021-10-25T00:54:48.000Z
249108103174,7,Cafe Roma,62927,US,Myrtle Beach,33.722,-78.921,791ed714-92bf-4270-9d8a-447a2a2fdc41,8.98,0.15,2022-08-16T11:13:02.000Z
223338299414,23,The Hungry Pig,71667,ES,Barcelona,41.392,2.172,95580478-1d25-4f40-9b40-187da866d44a,3.03,0.1,2022-08-14T09:23:15.000Z
59,60,Big City Grill,18235,GB,London,51.500,-0.193,5387d08d-632d-4a8f-9d04-eb5a9e23ef65,3.23,0.15,2022-08-25T07:39:54.000Z
171798691898,59,Azalea Cafe,28451,GB,London,51.515,-0.148,c448c9c7-7c10-43e9-921c-1f56e9362b20,2.96,0.05,2021-10-19T18:42:24.000Z
25769803801,26,The Silver Spoon,95123,ES,Barcelona,41.401,2.209,0e08231a-f7a5-4f14-b0dd-faba8f7ab5d9,22.74,0.0,2021-10-30T17:12:51.000Z
180388626432,1,Savoria,78270,US,Hernando,28.899,-82.429,9b8581c5-bcb6-42f0-a037-402996583429,8.20,0.1,2022-08-18T23:23:38.000Z
266287972391,40,Crimson Cafe,70700,IT,Milan,45.473,9.191,0cc641c7-f951-43e1-a620-5382c64fc853,29.30,0.0,2021-10-11T16:23:30.000Z
240518168591,16,The Spice Tree,73942,US,Stockton,37.937,-121.300,60aa7bb1-f747-46d3-88eb-a2ddb10e5b41,9.76,0.15,2021-10-16T10:44:45.000Z
180388626432,1,Savoria,78270,US,Hernando,28.899,-82.429,c4845851-2f52-40b3-a3fc-adc31bc997ae,27.67,0.15,2022-09-29T23:07:42.000Z
77309411395,68,Delish Cafe,63415,NL,Amsterdam,52.355,4.913,d738a086-9d0a-4666-b4a4-f040c78d8dfc,2.33,0.0,2022-08-06T00:03:43.000Z
25769803800,25,The Cozy Cafe,95123,ES,Barcelona,41.395,2.143,419b7b76-999a-471c-bf10-9e3401a1713e,5.90,0.0,2022-08-09T00:45:29.000Z
266287972391,40,Crimson Cafe,70700,IT,Milan,45.473,9.191,d40c4d80-460f-41c1-a7c5-d8d604ae7444,26.95,0.15,2021-10-25T07:06:36.000Z
17179869216,33,The Blue Elephant,66775,US,Hill City,43.959,-103.737,2efce806-143f-42b0-80ae-bf41e4f3e8f1,12.93,0.0,2021-10-28T18:56:17.000Z
68719476737,2,Bella Cucina,44516,US,Pompano Beach,26.212,-80.166,eb8cdb2d-433b-4137-9ac9-6e6acb0f493e,27.97,0.05,2022-08-01T17:07:09.000Z
223338299414,23,The Hungry Pig,71667,ES,Barcelona,41.392,2.172,af10188b-5be0-4eb1-b72c-f0e650a348d3,6.16,0.0,2022-09-26T19:19:48.000Z
214748364806,7,Cafe Roma,23242,US,Cypress,33.832,-118.024,7fa8fea9-df85-48f1-af2d-80a56bfae5f0,1.62,0.15,2022-08-10T15:51:47.000Z
68719476797,62,Cafe Luminoso,44516,GB,London,51.526,-0.083,17f07e17-a6c2-42ea-8474-13cd49f11797,7.13,0.0,2022-08-26T13:29:06.000Z
154618822730,75,Greenhouse Cafe,69842,GB,London,51.513,-0.076,76da5d8f-b4f5-4b38-bb7f-d750885509ee,28.50,0.0,2022-09-19T14:05:33.000Z
120259084341,54,The Spice House,40542,GB,London,51.502,-0.119,e17c28ab-3757-4cf1-89eb-bdd9fc6f0faa,29.92,0.05,2021-10-04T15:18:53.000Z
25769803800,25,The Cozy Cafe,95123,ES,Barcelona,41.395,2.143,ea721130-68e4-4a2a-a8d8-808f5eddcee0,19.17,0.0,2022-08-24T15:36:10.000Z
25769803801,26,The Silver Spoon,95123,ES,Barcelona,41.401,2.209,a835bc1a-a33d-45b4-b288-0c6c8ea9934b,0.36,0.15,2022-08-21T15:42:37.000Z
94489280571,60,Big City Grill,49283,GB,London,51.524,-0.126,ffe2e2af-e9d6-4aee-a1a4-bfa453ea4b8f,2.14,0.0,2021-10-14T22:22:25.000Z
103079215117,14,The Gourmet Garden,1670,US,Victorville,34.507,-117.326,ead9d9a3-dabd-4315-91bb-3e9f2cf30cac,19.92,0.15,2022-09-29T17:18:04.000Z
68719476797,62,Cafe Luminoso,44516,GB,London,51.526,-0.083,8a3afdce-dc9f-4d6c-8ce3-77508bd6f581,17.69,0.0,2021-10-19T11:11:34.000Z
171798691898,59,Azalea Cafe,28451,GB,London,51.515,-0.148,09294cf2-ef68-45dc-bc24-67b49c73ab28,17.67,0.0,2022-08-10T04:45:16.000Z
223338299414,23,The Hungry Pig,71667,ES,Barcelona,41.392,2.172,27e19c75-1ac7-4f59-9eb3-dfcae915c40f,5.95,0.0,2022-08-22T20:45:35.000Z
223338299414,23,The Hungry Pig,71667,ES,Barcelona,41.392,2.172,b2101c77-2e69-4467-8d6c-966ec91ef06b,15.03,0.05,2021-10-11T22:27:19.000Z
180388626501,70,Earth and Vine,78270,NL,Amsterdam,52.366,4.899,5d672d30-007c-46fa-a799-c65269c72f14,25.57,0.0,2021-10-01T18:07:18.000Z
94489280571,60,Big City Grill,49283,GB,London,51.524,-0.126,7651936e-f03f-461c-8d42-9cab0f9246cc,29.12,0.0,2022-09-27T19:22:23.000Z
77309411395,68,Delish Cafe,63415,NL,Amsterdam,52.355,4.913,623a990f-4ecb-4342-8022-bb36c87af006,10.21,0.15,2021-10-31T08:44:26.000Z
214748364813,14,The Gourmet Garden,23242,US,Keyser,39.439,-78.971,7b75f38f-e7c0-4045-a5dd-d84ab8ee9a08,0.20,0.0,2021-10-29T21:35:18.000Z
214748364813,14,The Gourmet Garden,23242,US,Keyser,39.439,-78.971,3966ead1-3f59-472b-81c6-b59a23709020,14.22,0.1,2022-09-10T13:36:55.000Z
154618822730,75,Greenhouse Cafe,69842,GB,London,51.513,-0.076,98cc18e4-aa84-4a98-8a0e-1ee13553ce90,27.07,0.15,2022-09-23T00:44:03.000Z
68719476754,19,The Tasting Room,44516,US,Springfield,40.685,-74.331,fa32dd2c-0acc-4d8f-b263-c3d0fd266435,15.97,0.05,2022-08-08T11:06:52.000Z
223338299422,31,Bistro 42,71667,IT,Milan,45.465,9.190,0b916a69-e4fa-4be1-a8ac-f87510a0bda6,17.22,0.0,2021-10-01T20:23:18.000Z
68719476797,62,Cafe Luminoso,44516,GB,London,51.526,-0.083,6aebff0e-b350-40cf-8e81-042bb871e1ca,4.46,0.0,2022-09-16T12:31:58.000Z
25769803824,49,The Olive Tree,95123,AT,Vienna,48.209,16.354,f0a5c490-cd33-4db0-983c-adb23eaafbe9,17.36,0.0,2022-09-18T19:55:32.000Z
180388626432,1,Savoria,78270,US,Hernando,28.899,-82.429,6a54b71b-df34-48ca-a123-0bfe020b4253,10.72,0.05,2021-10-16T03:59:41.000Z
94489280571,60,Big City Grill,49283,GB,London,51.524,-0.126,673ebccc-f95b-4658-a6b2-438fa11f7f94,12.15,0.0,2022-08-10T05:31:34.000Z
180388626478,47,The Juicy Burger,78270,FR,Paris,48.860,2.324,803b2e83-42a1-4233-8676-90ab186f9918,22.39,0.05,2021-10-15T12:35:28.000Z
59,60,Big City Grill,18235,GB,London,51.500,-0.193,ccf9eba3-d185-4898-b408-a6c2fedfc3be,2.66,0.15,2022-08-28T01:08:14.000Z
68719476797,62,Cafe Luminoso,44516,GB,London,51.526,-0.083,e5bbb749-4791-4985-bb25-5252eecf5058,2.62,0.0,2021-10-26T01:18:55.000Z
25769803777,2,Bella Cucina,95123,US,Fort Lauderdale,26.124,-80.331,1dda4b2d-e823-47b8-a5dd-10ed165feb36,5.29,0.1,2021-10-16T19:14:35.000Z
266287972391,40,Crimson Cafe,70700,IT,Milan,45.473,9.191,67d9886c-a5e3-44b5-b109-7ceb227d02b0,14.63,0.05,2022-09-23T05:02:58.000Z
214748364813,14,The Gourmet Garden,23242,US,Keyser,39.439,-78.971,146a2912-5028-4a41-8b56-6c5a1c8d94a3,13.11,0.0,2022-09-06T12:05:21.000Z
223338299414,23,The Hungry Pig,71667,ES,Barcelona,41.392,2.172,f39bc4e4-0c2d-4ae1-a57d-c8660de493bd,21.08,0.05,2022-09-28T09:35:41.000Z
266287972391,40,Crimson Cafe,70700,IT,Milan,45.473,9.191,7f8a8a2f-693e-447d-811c-38c4869ca2a3,22.97,0.15,2021-10-29T09:40:04.000Z
171798691888,49,The Olive Tree,28451,FR,Paris,48.869,2.361,85f0dc2d-8b4d-4958-87a0-b2cf1c316d05,7.90,0.15,2021-10-28T21:32:58.000Z
77309411388,61,Blue Water Bistro,63415,GB,London,51.495,-0.119,9f0d9cb0-9cf8-4309-bff3-75b494ce9f13,11.39,0.0,2022-08-13T17:17:06.000Z
77309411383,56,The Waffle House,63415,GB,London,51.461,-0.276,aa839b75-f098-49b3-9d93-2b6cf33135f5,27.38,0.0,2021-10-23T06:43:11.000Z
180388626501,70,Earth and Vine,78270,NL,Amsterdam,52.366,4.899,bff08b55-45d4-4f5c-a4f5-6020939eb915,29.07,0.05,2022-08-16T10:50:42.000Z
77309411383,56,The Waffle House,63415,GB,London,51.461,-0.276,9200a2a4-a838-4393-9f29-8a2e7ab11a8c,27.30,0.05,2021-10-11T13:21:31.000Z
120259084341,54,The Spice House,40542,GB,London,51.502,-0.119,21ff1e24-9aa2-49f4-b9ea-16c894472cc7,15.15,0.0,2021-10-01T06:41:19.000Z
68719476737,2,Bella Cucina,44516,US,Pompano Beach,26.212,-80.166,3d85a695-15f8-40c3-8951-28a2c8ca7e01,24.05,0.0,2022-09-08T11:09:39.000Z
214748364806,7,Cafe Roma,23242,US,Cypress,33.832,-118.024,a40983a8-6954-4071-b2ff-dbbb7bbe9159,24.54,0.05,2021-10-25T10:58:37.000Z
154618822730,75,Greenhouse Cafe,69842,GB,London,51.513,-0.076,097e6189-c9ba-451e-8992-d2c6a25c1319,16.61,0.0,2021-10-22T11:42:27.000Z
180388626501,70,Earth and Vine,78270,NL,Amsterdam,52.366,4.899,4c7a2504-499f-44f1-913d-abcb2d889d89,28.13,0.15,2021-10-07T08:14:32.000Z
214748364806,7,Cafe Roma,23242,US,Cypress,33.832,-118.024,ef9fa460-516d-4df3-9384-165c79058985,27.50,0.05,2022-09-25T15:51:26.000Z
154618822730,75,Greenhouse Cafe,69842,GB,London,51.513,-0.076,20d512c6-f8e9-422a-ac22-5dc89ff23fd4,8.77,0.0,2022-09-21T14:29:19.000Z
103079215117,14,The Gourmet Garden,1670,US,Victorville,34.507,-117.326,ccf9eba3-d185-4898-b408-a6c2fedfc3be,2.66,0.15,2022-08-28T01:08:14.000Z
266287972391,40,Crimson Cafe,70700,IT,Milan,45.473,9.191,b76fa271-fe90-4edf-bcb7-50f96c984c76,0.54,0.05,2022-09-06T04:37:36.000Z
214748364813,14,The Gourmet Garden,23242,US,Keyser,39.439,-78.971,e2497197-5f4f-42f6-88c4-666a52c162e3,17.01,0.05,2022-08-27T05:06:57.000Z
77309411388,61,Blue Water Bistro,63415,GB,London,51.495,-0.119,92bc5ff2-5b30-4674-a2a9-441278d8c30e,19.31,0.0,2021-10-29T18:04:23.000Z
206158430219,12,The Wooden Spoon,76199,US,Abbeville,36.623,-4.501,25c69cce-72c4-4dfb-a2ac-d4d59ebf3bc9,16.12,0.0,2022-09-11T10:14:50.000Z
214748364844,45,The Green Bean,23242,FR,Paris,48.840,2.303,7185a495-7748-4e83-b4f5-324c37297e3c,28.00,0.0,2022-09-06T07:36:32.000Z
68719476754,19,The Tasting Room,44516,US,Springfield,40.685,-74.331,1ea0b00c-59dd-4449-970d-3de3848cb80e,5.78,0.0,2021-10-10T06:33:45.000Z
180388626478,47,The Juicy Burger,78270,FR,Paris,48.860,2.324,48da574f-f1ce-4556-ad8f-6e0fdde8eeae,1.03,0.0,2022-08-09T15:23:20.000Z
214748364844,45,The Green Bean,23242,FR,Paris,48.840,2.303,38c98432-dd6b-458a-938e-89127756e1d6,12.54,0.15,2022-08-20T00:56:52.000Z
171798691898,59,Azalea Cafe,28451,GB,London,51.515,-0.148,8b73299c-8a35-427d-bd0c-fa9179f8336b,25.37,0.0,2021-10-17T07:35:38.000Z
214748364813,14,The Gourmet Garden,23242,US,Keyser,39.439,-78.971,063f4b33-8e58-4a05-bb8a-be0f581e8b60,3.98,0.15,2021-10-29T07:09:40.000Z
180388626432,1,Savoria,78270,US,Hernando,28.899,-82.429,9e9583f2-6702-4239-a523-88b91de0475e,14.53,0.0,2022-09-27T18:57:39.000Z
77309411395,68,Delish Cafe,63415,NL,Amsterdam,52.355,4.913,14fee58d-40b3-463b-be28-713ee6c3799d,24.94,0.0,2022-08-16T08:57:58.000Z
206158430219,12,The Wooden Spoon,76199,US,Abbeville,36.623,-4.501,f2158cd2-ce78-43a8-b9d1-448be612a8a6,18.38,0.05,2022-09-20T07:42:40.000Z
214748364806,7,Cafe Roma,23242,US,Cypress,33.832,-118.024,b04d975d-c235-4aa1-80d6-addb114c5cb2,16.78,0.0,2021-10-22T10:50:40.000Z
223338299422,31,Bistro 42,71667,IT,Milan,45.465,9.190,823e4980-d861-41f7-98db-f5c1cc230a11,14.91,0.15,2022-08-25T21:43:23.000Z
214748364806,7,Cafe Roma,23242,US,Cypress,33.832,-118.024,15e18807-d5c3-4ab4-957e-5947b90f1621,1.63,0.15,2022-09-04T23:21:43.000Z
120259084341,54,The Spice House,40542,GB,London,51.502,-0.119,633faae1-d089-48b9-8dd6-db845207faf1,27.46,0.05,2021-10-08T12:13:20.000Z
171798691888,49,The Olive Tree,28451,FR,Paris,48.869,2.361,fc354f9c-cc94-413d-92e3-5941762c8172,15.79,0.0,2021-10-04T12:20:36.000Z
